"id","url","image_url","latitude","longitude","scientific_name","population_id"
110696968,"https://www.inaturalist.org/observations/110696968","https://inaturalist-open-data.s3.amazonaws.com/photos/186780606/medium.jpeg",37.9569638889,-122.6213388889,"Leptosiphon androsaceus",6
110703029,"https://www.inaturalist.org/observations/110703029","https://static.inaturalist.org/photos/186792016/medium.jpg",37.9151716667,-122.49823,"Leptosiphon androsaceus",7
110703333,"https://www.inaturalist.org/observations/110703333","https://static.inaturalist.org/photos/186792574/medium.jpg",37.2087033333,-121.8029033333,"Leptosiphon androsaceus",16
110712007,"https://www.inaturalist.org/observations/110712007","https://inaturalist-open-data.s3.amazonaws.com/photos/186809250/medium.jpg",37.95932,-122.629325,"Leptosiphon androsaceus",6
110753799,"https://www.inaturalist.org/observations/110753799","https://inaturalist-open-data.s3.amazonaws.com/photos/186886960/medium.jpg",38.0464868714,-122.6218762995,"Leptosiphon androsaceus",9
110817946,"https://www.inaturalist.org/observations/110817946","https://inaturalist-open-data.s3.amazonaws.com/photos/187004403/medium.jpeg",37.1492805556,-121.7931222222,"Leptosiphon androsaceus",36
110855656,"https://www.inaturalist.org/observations/110855656","https://inaturalist-open-data.s3.amazonaws.com/photos/187072492/medium.jpg",38.4964766736,-122.1020202637,"Leptosiphon androsaceus",0
110901040,"https://www.inaturalist.org/observations/110901040","https://inaturalist-open-data.s3.amazonaws.com/photos/187153328/medium.jpeg",37.1929473877,-121.8420333862,"Leptosiphon androsaceus",0
110901051,"https://www.inaturalist.org/observations/110901051","https://inaturalist-open-data.s3.amazonaws.com/photos/187158185/medium.jpeg",37.1868286133,-121.8439483643,"Leptosiphon androsaceus",0
110927943,"https://www.inaturalist.org/observations/110927943","https://inaturalist-open-data.s3.amazonaws.com/photos/187204650/medium.jpg",37.95532,-122.6143583333,"Leptosiphon androsaceus",6
110932318,"https://www.inaturalist.org/observations/110932318","https://inaturalist-open-data.s3.amazonaws.com/photos/187212967/medium.jpg",37.9953883333,-122.6652966667,"Leptosiphon androsaceus",51
110932902,"https://www.inaturalist.org/observations/110932902","https://inaturalist-open-data.s3.amazonaws.com/photos/187214276/medium.jpeg",37.14332468,-121.78160939,"Leptosiphon androsaceus",58
